STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,27703.81,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,24220.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,USA,United States,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,31537.74,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EUOECD,European Union countries in OECD,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,25921.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD,OECD,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,23431.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,23880.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BGR,Bulgaria,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,11690.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HRV,Croatia,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,16569.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ROU,Romania,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2021,,14428.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,36254.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BEL,Belgium,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,35243.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CAN,Canada,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,24103.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CZE,Czechia,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,22277.43,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,33947.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EST,Estonia,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,18817.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,31961.92,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,32378.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GRC,Greece,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,19522.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,20414.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISL,Iceland,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,30714.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,27445.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ITA,Italy,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,29768.58,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,16359.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,17963.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,62084.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NOR,Norway,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,37203.59,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,18983.97,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,18950.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,15795.11,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVN,Slovenia,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,23064.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ESP,Spain,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,22343.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,31389.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,25768.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EUOECD,European Union countries in OECD,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,27987.06,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BGR,Bulgaria,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,13322.85,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HRV,Croatia,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,18023.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ROU,Romania,GE_POP,Government expenditure per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2022,,16785.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUS,Australia,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,4869.81,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,27197.59,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BEL,Belgium,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,34820.33,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CAN,Canada,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,28227.32,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,1900.75,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CZE,Czechia,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,8014.73,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,13499,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EST,Estonia,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,1594.27,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,15547.8,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,25920.99,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,24647.77,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GRC,Greece,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,33136.32,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,13723.44,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISL,Iceland,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,12323.63,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,12849.17,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,22098.29,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ITA,Italy,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,37437.12,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,53629.42,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,KOR,Korea,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,7693.35,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,2456.6,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,3705.57,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,14497.05,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,MEX,Mexico,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,6497.11,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,22174.36,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NZL,New Zealand,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,7526.59,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NOR,Norway,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,31373.12,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,8664.85,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,20720.75,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,7624.07,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVN,Slovenia,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,8364.66,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ESP,Spain,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,13750.71,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,19476.46,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,23238.24,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,18914.41,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,USA,United States,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,30941.06,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EUOECD,European Union countries in OECD,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,22428.92,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD,OECD,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,26043.58,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BGR,Bulgaria,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,3130.11,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HRV,Croatia,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,8801.27,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ROU,Romania,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2007,,2287.01,,A,Normal value,0,Units,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUS,Australia,GGD_POP,Government gross debt per capita,USD_PPP_PS,"US dollars per person, PPP converted",S13,General government,2023,2023,PF,Public finance,2008,,6167.75,,A,Normal value,0,Units,V,Current prices,,
